key|S_Kr|S_En|S_Beon|S_Esp|S_Deu|S_Idn|S_Tha|S_Fr|S_Gan|S_Rus
37027|감각을 예민하게 하고, 적의 위치를 찾는다. \n하지만 그렇게 일이 간단하게 풀리지 않았고, 우리들은 고전을 강요당하고 있었다...|Focus on my senses, find the enemy.\nBut it wasn't easy as said. we were in for a hard fight.|Focus on my senses, find the enemy.\nBut it wasn't easy as said. we were in for a hard fight.|Focus on my senses, find the enemy.\nBut it wasn't easy as said. we were in for a hard fight.|Focus on my senses, find the enemy.\nBut it wasn't easy as said. we were in for a hard fight.|Focus on my senses, find the enemy.\nBut it wasn't easy as said. we were in for a hard fight.|Focus on my senses, find the enemy.\nBut it wasn't easy as said. we were in for a hard fight.|Focus on my senses, find the enemy.\nBut it wasn't easy as said. we were in for a hard fight.|Focus on my senses, find the enemy.\nBut it wasn't easy as said. we were in for a hard fight.|Focus on my senses, find the enemy.\nBut it wasn't easy as said. we were in for a hard fight.
37028|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued
39001|섣불리 탄환을 뿌려 대면 아군이 맞을 것이며, \n적의 위치를 파악하기 어려우니 접근전이 특기인 유닛도 가까이 다가갈 수 없어요.|If we started firing at everywhere, we would hit ourselves,\nIts also hard to know where the enemy is so close-combat units can't approach the target.|If we started firing at everywhere, we would hit ourselves,\nIts also hard to know where the enemy is so close-combat units can't approach the target.|If we started firing at everywhere, we would hit ourselves,\nIts also hard to know where the enemy is so close-combat units can't approach the target.|If we started firing at everywhere, we would hit ourselves,\nIts also hard to know where the enemy is so close-combat units can't approach the target.|If we started firing at everywhere, we would hit ourselves,\nIts also hard to know where the enemy is so close-combat units can't approach the target.|If we started firing at everywhere, we would hit ourselves,\nIts also hard to know where the enemy is so close-combat units can't approach the target.|If we started firing at everywhere, we would hit ourselves,\nIts also hard to know where the enemy is so close-combat units can't approach the target.|If we started firing at everywhere, we would hit ourselves,\nIts also hard to know where the enemy is so close-combat units can't approach the target.|If we started firing at everywhere, we would hit ourselves,\nIts also hard to know where the enemy is so close-combat units can't approach the target.
39002|우리들처럼 저격용 유닛으로 격파하지 않으면...|Only with our long-distance range sniper units could take it out...|Only with our long-distance range sniper units could take it out...|Only with our long-distance range sniper units could take it out...|Only with our long-distance range sniper units could take it out...|Only with our long-distance range sniper units could take it out...|Only with our long-distance range sniper units could take it out...|Only with our long-distance range sniper units could take it out...|Only with our long-distance range sniper units could take it out...|Only with our long-distance range sniper units could take it out...
39003|그렇다곤 해도, 보이지 않는 건 우리도 마찬가지잖아! \n뭐, 마음의 눈으로 본 다면 별개의 얘기겠지만.|Yeah but you can't pretty much see the target too!\nWell, unless you use your 'mind's eye' or something like that, ha!|Yeah but you can't pretty much see the target too!\nWell, unless you use your 'mind's eye' or something like that, ha!|Yeah but you can't pretty much see the target too!\nWell, unless you use your 'mind's eye' or something like that, ha!|Yeah but you can't pretty much see the target too!\nWell, unless you use your 'mind's eye' or something like that, ha!|Yeah but you can't pretty much see the target too!\nWell, unless you use your 'mind's eye' or something like that, ha!|Yeah but you can't pretty much see the target too!\nWell, unless you use your 'mind's eye' or something like that, ha!|Yeah but you can't pretty much see the target too!\nWell, unless you use your 'mind's eye' or something like that, ha!|Yeah but you can't pretty much see the target too!\nWell, unless you use your 'mind's eye' or something like that, ha!|Yeah but you can't pretty much see the target too!\nWell, unless you use your 'mind's eye' or something like that, ha!
39004|마음의 눈...|Mind's eye...|Mind's eye...|Mind's eye...|Mind's eye...|Mind's eye...|Mind's eye...|Mind's eye...|Mind's eye...|Mind's eye...
39005|일라이다, 색청을 쓸 수 있겠나?|Ilayda, could you use your Colored Hearing?|Ilayda, could you use your Colored Hearing?|Ilayda, could you use your Colored Hearing?|Ilayda, could you use your Colored Hearing?|Ilayda, could you use your Colored Hearing?|Ilayda, could you use your Colored Hearing?|Ilayda, could you use your Colored Hearing?|Ilayda, could you use your Colored Hearing?|Ilayda, could you use your Colored Hearing?
39006|색청'이란 일라이다의 특수 능력으로, 소리를 색상의 형태로 보는 것이 가능하다. \n이것이라면 어둠 속에서도 소리를 통해 적의 위치를 파악할 수 있다.|Colored Hearing is Ilayda's special synesthesia, which she can see sound as colors.\nWith this, she can locate the target with the sound it makes.|Colored Hearing is Ilayda's special synesthesia, which she can see sound as colors.\nWith this, she can locate the target with the sound it makes.|Colored Hearing is Ilayda's special synesthesia, which she can see sound as colors.\nWith this, she can locate the target with the sound it makes.|Colored Hearing is Ilayda's special synesthesia, which she can see sound as colors.\nWith this, she can locate the target with the sound it makes.|Colored Hearing is Ilayda's special synesthesia, which she can see sound as colors.\nWith this, she can locate the target with the sound it makes.|Colored Hearing is Ilayda's special synesthesia, which she can see sound as colors.\nWith this, she can locate the target with the sound it makes.|Colored Hearing is Ilayda's special synesthesia, which she can see sound as colors.\nWith this, she can locate the target with the sound it makes.|Colored Hearing is Ilayda's special synesthesia, which she can see sound as colors.\nWith this, she can locate the target with the sound it makes.|Colored Hearing is Ilayda's special synesthesia, which she can see sound as colors.\nWith this, she can locate the target with the sound it makes.
39007|미안해요, 리더. \n저도 그걸 생각해봤지만, 보스는 초경량형 유닛인 것 같아요.|I'm sorry, Leader.\nI thought about that too, but this boss unit seems like it's a ultra-light weight unit.|I'm sorry, Leader.\nI thought about that too, but this boss unit seems like it's a ultra-light weight unit.|I'm sorry, Leader.\nI thought about that too, but this boss unit seems like it's a ultra-light weight unit.|I'm sorry, Leader.\nI thought about that too, but this boss unit seems like it's a ultra-light weight unit.|I'm sorry, Leader.\nI thought about that too, but this boss unit seems like it's a ultra-light weight unit.|I'm sorry, Leader.\nI thought about that too, but this boss unit seems like it's a ultra-light weight unit.|I'm sorry, Leader.\nI thought about that too, but this boss unit seems like it's a ultra-light weight unit.|I'm sorry, Leader.\nI thought about that too, but this boss unit seems like it's a ultra-light weight unit.|I'm sorry, Leader.\nI thought about that too, but this boss unit seems like it's a ultra-light weight unit.
39008|확실히 소리가 전혀 들리지가 않네. \n야전용 층이라더니, 그런 조정도 해 두었을 테지만...|You're right, we can't hear anything.\nSince this stage is designed for mid-night combat, it seems like it has some kind of a silencing mechanism...|You're right, we can't hear anything.\nSince this stage is designed for mid-night combat, it seems like it has some kind of a silencing mechanism...|You're right, we can't hear anything.\nSince this stage is designed for mid-night combat, it seems like it has some kind of a silencing mechanism...|You're right, we can't hear anything.\nSince this stage is designed for mid-night combat, it seems like it has some kind of a silencing mechanism...|You're right, we can't hear anything.\nSince this stage is designed for mid-night combat, it seems like it has some kind of a silencing mechanism...|You're right, we can't hear anything.\nSince this stage is designed for mid-night combat, it seems like it has some kind of a silencing mechanism...|You're right, we can't hear anything.\nSince this stage is designed for mid-night combat, it seems like it has some kind of a silencing mechanism...|You're right, we can't hear anything.\nSince this stage is designed for mid-night combat, it seems like it has some kind of a silencing mechanism...|You're right, we can't hear anything.\nSince this stage is designed for mid-night combat, it seems like it has some kind of a silencing mechanism...
39009|성가신걸...|Troublesome...|Troublesome...|Troublesome...|Troublesome...|Troublesome...|Troublesome...|Troublesome...|Troublesome...|Troublesome...
39010|후방에서 저격 부대가 궁리하고 있는 한 편, 전선에서는 어떻게든 응전을 이어가고 있었다.|While the sniper units were figuring out how to hit the target, the close combat units were making their struggle also.|While the sniper units were figuring out how to hit the target, the close combat units were making their struggle also.|While the sniper units were figuring out how to hit the target, the close combat units were making their struggle also.|While the sniper units were figuring out how to hit the target, the close combat units were making their struggle also.|While the sniper units were figuring out how to hit the target, the close combat units were making their struggle also.|While the sniper units were figuring out how to hit the target, the close combat units were making their struggle also.|While the sniper units were figuring out how to hit the target, the close combat units were making their struggle also.|While the sniper units were figuring out how to hit the target, the close combat units were making their struggle also.|While the sniper units were figuring out how to hit the target, the close combat units were making their struggle also.
39011|아아~ 정말이지, 전혀 맞지를 않잖아!|Ergh~!! REALLY?, I can't seem to make a hit!|Ergh~!! REALLY?, I can't seem to make a hit!|Ergh~!! REALLY?, I can't seem to make a hit!|Ergh~!! REALLY?, I can't seem to make a hit!|Ergh~!! REALLY?, I can't seem to make a hit!|Ergh~!! REALLY?, I can't seem to make a hit!|Ergh~!! REALLY?, I can't seem to make a hit!|Ergh~!! REALLY?, I can't seem to make a hit!|Ergh~!! REALLY?, I can't seem to make a hit!
39012|마리아 씨, 그렇게 생각 없이 마구 날뛰지 마세요! \n방어형 유닛 중에서도 골리앗은 특히나 공격 성능이 높다구요!|Maria, please don't wave around your weapon like that!\nThe Goliath unit is especially dangerous when you hit an ally!|Maria, please don't wave around your weapon like that!\nThe Goliath unit is especially dangerous when you hit an ally!|Maria, please don't wave around your weapon like that!\nThe Goliath unit is especially dangerous when you hit an ally!|Maria, please don't wave around your weapon like that!\nThe Goliath unit is especially dangerous when you hit an ally!|Maria, please don't wave around your weapon like that!\nThe Goliath unit is especially dangerous when you hit an ally!|Maria, please don't wave around your weapon like that!\nThe Goliath unit is especially dangerous when you hit an ally!|Maria, please don't wave around your weapon like that!\nThe Goliath unit is especially dangerous when you hit an ally!|Maria, please don't wave around your weapon like that!\nThe Goliath unit is especially dangerous when you hit an ally!|Maria, please don't wave around your weapon like that!\nThe Goliath unit is especially dangerous when you hit an ally!
39013|알고 있다구... 왓!!|I know...Humph!|I know...Humph!|I know...Humph!|I know...Humph!|I know...Humph!|I know...Humph!|I know...Humph!|I know...Humph!|I know...Humph!
39014|이 형태는... 베넷 씨의 크림슨 타우르스?!|.. It's Bennett's Crimson Taurus!?|.. It's Bennett's Crimson Taurus!?|.. It's Bennett's Crimson Taurus!?|.. It's Bennett's Crimson Taurus!?|.. It's Bennett's Crimson Taurus!?|.. It's Bennett's Crimson Taurus!?|.. It's Bennett's Crimson Taurus!?|.. It's Bennett's Crimson Taurus!?|.. It's Bennett's Crimson Taurus!?
39015|자신의 유닛과 부딪힌 것만으로도 누군지 맞추다니!! \n상당한 솜씨구만!|To know which unit you bumped into is some serious skill you have there, amazing!|To know which unit you bumped into is some serious skill you have there, amazing!|To know which unit you bumped into is some serious skill you have there, amazing!|To know which unit you bumped into is some serious skill you have there, amazing!|To know which unit you bumped into is some serious skill you have there, amazing!|To know which unit you bumped into is some serious skill you have there, amazing!|To know which unit you bumped into is some serious skill you have there, amazing!|To know which unit you bumped into is some serious skill you have there, amazing!|To know which unit you bumped into is some serious skill you have there, amazing!
39016|그럼 다음은... 큿!|Then... this time... Humph!|Then... this time... Humph!|Then... this time... Humph!|Then... this time... Humph!|Then... this time... Humph!|Then... this time... Humph!|Then... this time... Humph!|Then... this time... Humph!|Then... this time... Humph!
39017|이건 카롤리나 씨의 시노비군!!|This is Carolina's Shinobi!|This is Carolina's Shinobi!|This is Carolina's Shinobi!|This is Carolina's Shinobi!|This is Carolina's Shinobi!|This is Carolina's Shinobi!|This is Carolina's Shinobi!|This is Carolina's Shinobi!|This is Carolina's Shinobi!
39018|에엣?! 시노비는 상당히 빠른 유닛인데 용케도 맞추었네요...|Whoa?! Shinobi is quite a fast unit, luckily you were able to catch her...|Whoa?! Shinobi is quite a fast unit, luckily you were able to catch her...|Whoa?! Shinobi is quite a fast unit, luckily you were able to catch her...|Whoa?! Shinobi is quite a fast unit, luckily you were able to catch her...|Whoa?! Shinobi is quite a fast unit, luckily you were able to catch her...|Whoa?! Shinobi is quite a fast unit, luckily you were able to catch her...|Whoa?! Shinobi is quite a fast unit, luckily you were able to catch her...|Whoa?! Shinobi is quite a fast unit, luckily you were able to catch her...|Whoa?! Shinobi is quite a fast unit, luckily you were able to catch her...
39019|그보다, 저건 그냥 맞으러 달려온 것이 아닐 지...|More like she just came to be hit..|More like she just came to be hit..|More like she just came to be hit..|More like she just came to be hit..|More like she just came to be hit..|More like she just came to be hit..|More like she just came to be hit..|More like she just came to be hit..|More like she just came to be hit..
39020|이런 시국에 놀고 앉아 있을 때냐!!|Its not really time for such games..!!|Its not really time for such games..!!|Its not really time for such games..!!|Its not really time for such games..!!|Its not really time for such games..!!|Its not really time for such games..!!|Its not really time for such games..!!|Its not really time for such games..!!|Its not really time for such games..!!
39021|아직 멀었어~!!|Not over yet~~!!|Not over yet~~!!|Not over yet~~!!|Not over yet~~!!|Not over yet~~!!|Not over yet~~!!|Not over yet~~!!|Not over yet~~!!|Not over yet~~!!
39022|이, 이 피부 감촉은... 레이첼 씨!!!!!|Ooh! this feeling of her body...is..Rachel!|Ooh! this feeling of her body...is..Rachel!|Ooh! this feeling of her body...is..Rachel!|Ooh! this feeling of her body...is..Rachel!|Ooh! this feeling of her body...is..Rachel!|Ooh! this feeling of her body...is..Rachel!|Ooh! this feeling of her body...is..Rachel!|Ooh! this feeling of her body...is..Rachel!|Ooh! this feeling of her body...is..Rachel!
39023|그래요, 제 메탈 나이트... 아니 잠깐,|Yes, its my Metal Knight.. no wait,|Yes, its my Metal Knight.. no wait,|Yes, its my Metal Knight.. no wait,|Yes, its my Metal Knight.. no wait,|Yes, its my Metal Knight.. no wait,|Yes, its my Metal Knight.. no wait,|Yes, its my Metal Knight.. no wait,|Yes, its my Metal Knight.. no wait,|Yes, its my Metal Knight.. no wait,
39024|왜 저만 형태가 아닌 피부 감촉으로 진단하는 거죠?! \n유닛에 피부 연령따위는 없다구요?!|Why did you just recognize me by touching me?\nMy Unit doesn't have anything to do with my body?!|Why did you just recognize me by touching me?\nMy Unit doesn't have anything to do with my body?!|Why did you just recognize me by touching me?\nMy Unit doesn't have anything to do with my body?!|Why did you just recognize me by touching me?\nMy Unit doesn't have anything to do with my body?!|Why did you just recognize me by touching me?\nMy Unit doesn't have anything to do with my body?!|Why did you just recognize me by touching me?\nMy Unit doesn't have anything to do with my body?!|Why did you just recognize me by touching me?\nMy Unit doesn't have anything to do with my body?!|Why did you just recognize me by touching me?\nMy Unit doesn't have anything to do with my body?!|Why did you just recognize me by touching me?\nMy Unit doesn't have anything to do with my body?!
39025|기다려 봐, 농담이었다구~! \n정말이지, 레이첼 씨는 항상 농담이 통하지를 않는 다니까~|Come on, it's only a joke~!\nHumph, Rachel always takes a joke so seriously~|Come on, it's only a joke~!\nHumph, Rachel always takes a joke so seriously~|Come on, it's only a joke~!\nHumph, Rachel always takes a joke so seriously~|Come on, it's only a joke~!\nHumph, Rachel always takes a joke so seriously~|Come on, it's only a joke~!\nHumph, Rachel always takes a joke so seriously~|Come on, it's only a joke~!\nHumph, Rachel always takes a joke so seriously~|Come on, it's only a joke~!\nHumph, Rachel always takes a joke so seriously~|Come on, it's only a joke~!\nHumph, Rachel always takes a joke so seriously~|Come on, it's only a joke~!\nHumph, Rachel always takes a joke so seriously~
39026|마리아는 언제나 그렇긴 한데, 레이첼 씨를 화나게 하는 데는 천재라니까...|Maria is always like that.. She's a Genious when it comes to making Rachel mad...|Maria is always like that.. She's a Genious when it comes to making Rachel mad...|Maria is always like that.. She's a Genious when it comes to making Rachel mad...|Maria is always like that.. She's a Genious when it comes to making Rachel mad...|Maria is always like that.. She's a Genious when it comes to making Rachel mad...|Maria is always like that.. She's a Genious when it comes to making Rachel mad...|Maria is always like that.. She's a Genious when it comes to making Rachel mad...|Maria is always like that.. She's a Genious when it comes to making Rachel mad...|Maria is always like that.. She's a Genious when it comes to making Rachel mad...
39027|레이첼은 자아를 잃고, 마리아를 쫓아 가면서 무기를 휘두른다.|Rachel loses her mind and chases around Maria, waving around her weapon.|Rachel loses her mind and chases around Maria, waving around her weapon.|Rachel loses her mind and chases around Maria, waving around her weapon.|Rachel loses her mind and chases around Maria, waving around her weapon.|Rachel loses her mind and chases around Maria, waving around her weapon.|Rachel loses her mind and chases around Maria, waving around her weapon.|Rachel loses her mind and chases around Maria, waving around her weapon.|Rachel loses her mind and chases around Maria, waving around her weapon.|Rachel loses her mind and chases around Maria, waving around her weapon.
39028|받아라아아아아아아~!!|Take this~~~~~~!!!!!!! You...~!!!!!!!|Take this~~~~~~!!!!!!! You...~!!!!!!!|Take this~~~~~~!!!!!!! You...~!!!!!!!|Take this~~~~~~!!!!!!! You...~!!!!!!!|Take this~~~~~~!!!!!!! You...~!!!!!!!|Take this~~~~~~!!!!!!! You...~!!!!!!!|Take this~~~~~~!!!!!!! You...~!!!!!!!|Take this~~~~~~!!!!!!! You...~!!!!!!!|Take this~~~~~~!!!!!!! You...~!!!!!!!
39029|아아아아아~ 위험하다구~!! \n우왓 잠깐, 우와앗~!!|Heeeeeey~~~ Stop it~!!!\nWhoa Wait, Whooooa~!!!|Heeeeeey~~~ Stop it~!!!\nWhoa Wait, Whooooa~!!!|Heeeeeey~~~ Stop it~!!!\nWhoa Wait, Whooooa~!!!|Heeeeeey~~~ Stop it~!!!\nWhoa Wait, Whooooa~!!!|Heeeeeey~~~ Stop it~!!!\nWhoa Wait, Whooooa~!!!|Heeeeeey~~~ Stop it~!!!\nWhoa Wait, Whooooa~!!!|Heeeeeey~~~ Stop it~!!!\nWhoa Wait, Whooooa~!!!|Heeeeeey~~~ Stop it~!!!\nWhoa Wait, Whooooa~!!!|Heeeeeey~~~ Stop it~!!!\nWhoa Wait, Whooooa~!!!
39030|....터엉!|#...Clang!!|#...Clang!!|#...Clang!!|#...Clang!!|#...Clang!!|#...Clang!!|#...Clang!!|#...Clang!!|#...Clang!!
39031|지금 그 소리... 보스에 부딪혔나?!|Wait, what, that sound, did you just hit the boss?|Wait, what, that sound, did you just hit the boss?|Wait, what, that sound, did you just hit the boss?|Wait, what, that sound, did you just hit the boss?|Wait, what, that sound, did you just hit the boss?|Wait, what, that sound, did you just hit the boss?|Wait, what, that sound, did you just hit the boss?|Wait, what, that sound, did you just hit the boss?|Wait, what, that sound, did you just hit the boss?
39032|뭐시라?!|What?!?!?|What?!?!?|What?!?!?|What?!?!?|What?!?!?|What?!?!?|What?!?!?|What?!?!?|What?!?!?
39033|규칙성이 없는 공격이, 역으로 허를 찔렀다는 건가?! \n무슨 이런 경우가...|What, a random savage attack is rather effective on the bos?!\nIt's not even funny...|What, a random savage attack is rather effective on the bos?!\nIt's not even funny...|What, a random savage attack is rather effective on the bos?!\nIt's not even funny...|What, a random savage attack is rather effective on the bos?!\nIt's not even funny...|What, a random savage attack is rather effective on the bos?!\nIt's not even funny...|What, a random savage attack is rather effective on the bos?!\nIt's not even funny...|What, a random savage attack is rather effective on the bos?!\nIt's not even funny...|What, a random savage attack is rather effective on the bos?!\nIt's not even funny...|What, a random savage attack is rather effective on the bos?!\nIt's not even funny...
39034|리더...! \n이거라면 색청을 쓸 수 있어요!|Leader...! \nWith that sound, I can use my Colored Hearing!|Leader...! \nWith that sound, I can use my Colored Hearing!|Leader...! \nWith that sound, I can use my Colored Hearing!|Leader...! \nWith that sound, I can use my Colored Hearing!|Leader...! \nWith that sound, I can use my Colored Hearing!|Leader...! \nWith that sound, I can use my Colored Hearing!|Leader...! \nWith that sound, I can use my Colored Hearing!|Leader...! \nWith that sound, I can use my Colored Hearing!|Leader...! \nWith that sound, I can use my Colored Hearing!
39035|마리아를 전력으로 쫓아 가려는 심정으로 무기를 휘두른 것이 유효했던 것 같다. \n공격이 명중한 부위에 균열이 생겼고, 그 곳에서 증기가 새는 듯한 소리가 희미하게 들린다.|Unintentionally, Rachel chasing after Maria had obviously helped\nThe part where it hit the boss made a little crack on the outer shell, where a hissing sound that seemed like a fuel-gas leak was softly heard.|Unintentionally, Rachel chasing after Maria had obviously helped\nThe part where it hit the boss made a little crack on the outer shell, where a hissing sound that seemed like a fuel-gas leak was softly heard.|Unintentionally, Rachel chasing after Maria had obviously helped\nThe part where it hit the boss made a little crack on the outer shell, where a hissing sound that seemed like a fuel-gas leak was softly heard.|Unintentionally, Rachel chasing after Maria had obviously helped\nThe part where it hit the boss made a little crack on the outer shell, where a hissing sound that seemed like a fuel-gas leak was softly heard.|Unintentionally, Rachel chasing after Maria had obviously helped\nThe part where it hit the boss made a little crack on the outer shell, where a hissing sound that seemed like a fuel-gas leak was softly heard.|Unintentionally, Rachel chasing after Maria had obviously helped\nThe part where it hit the boss made a little crack on the outer shell, where a hissing sound that seemed like a fuel-gas leak was softly heard.|Unintentionally, Rachel chasing after Maria had obviously helped\nThe part where it hit the boss made a little crack on the outer shell, where a hissing sound that seemed like a fuel-gas leak was softly heard.|Unintentionally, Rachel chasing after Maria had obviously helped\nThe part where it hit the boss made a little crack on the outer shell, where a hissing sound that seemed like a fuel-gas leak was softly heard.|Unintentionally, Rachel chasing after Maria had obviously helped\nThe part where it hit the boss made a little crack on the outer shell, where a hissing sound that seemed like a fuel-gas leak was softly heard.
39036|일라이다한테는 그런 작은 소리라도 구분할 수 있는 것 같았다.|Ilayda could surely distinguish this sound.|Ilayda could surely distinguish this sound.|Ilayda could surely distinguish this sound.|Ilayda could surely distinguish this sound.|Ilayda could surely distinguish this sound.|Ilayda could surely distinguish this sound.|Ilayda could surely distinguish this sound.|Ilayda could surely distinguish this sound.|Ilayda could surely distinguish this sound.
39037|마리아는 나중에 벌칙 확정이지만... 레이첼은 아주 잘했다!|Maria, you will have to talk with me later about this, but for now... Nice work Rachel!|Maria, you will have to talk with me later about this, but for now... Nice work Rachel!|Maria, you will have to talk with me later about this, but for now... Nice work Rachel!|Maria, you will have to talk with me later about this, but for now... Nice work Rachel!|Maria, you will have to talk with me later about this, but for now... Nice work Rachel!|Maria, you will have to talk with me later about this, but for now... Nice work Rachel!|Maria, you will have to talk with me later about this, but for now... Nice work Rachel!|Maria, you will have to talk with me later about this, but for now... Nice work Rachel!|Maria, you will have to talk with me later about this, but for now... Nice work Rachel!
39038|...네? 뭘 말씀이시죠?|....Huh? about What?|....Huh? about What?|....Huh? about What?|....Huh? about What?|....Huh? about What?|....Huh? about What?|....Huh? about What?|....Huh? about What?|....Huh? about What?
39039|보입니다... 무기질의 잿빛 회색이...!|I See... the ash-colored weapon from the boss!|I See... the ash-colored weapon from the boss!|I See... the ash-colored weapon from the boss!|I See... the ash-colored weapon from the boss!|I See... the ash-colored weapon from the boss!|I See... the ash-colored weapon from the boss!|I See... the ash-colored weapon from the boss!|I See... the ash-colored weapon from the boss!|I See... the ash-colored weapon from the boss!
39040|우리들은 볼 수 없는 무언가가 일라이다의 눈에 비춰지고 있다.|Ilayda can see something that we cannot.|Ilayda can see something that we cannot.|Ilayda can see something that we cannot.|Ilayda can see something that we cannot.|Ilayda can see something that we cannot.|Ilayda can see something that we cannot.|Ilayda can see something that we cannot.|Ilayda can see something that we cannot.|Ilayda can see something that we cannot.
39041|...저기에요!!|Ilayda pulls the trigger.|Ilayda pulls the trigger.|Ilayda pulls the trigger.|Ilayda pulls the trigger.|Ilayda pulls the trigger.|Ilayda pulls the trigger.|Ilayda pulls the trigger.|Ilayda pulls the trigger.|Ilayda pulls the trigger.
39042|일라이다는 적을 겨냥한 뒤 방아쇠를 당겼다.|... Over there!|... Over there!|... Over there!|... Over there!|... Over there!|... Over there!|... Over there!|... Over there!|... Over there!
39043|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued
40001|여기까지 와서 새삼스러울 지도 모르겠지만... \n 어째서 여신의 키스가 무한의 탑 테스트 역할로 선출된 거지?|I know it could sound a little funny, at this point but...\n why did the Goddess Kiss get chosen to test out the Forgotten Tower?|I know it could sound a little funny, at this point but...\n why did the Goddess Kiss get chosen to test out the Forgotten Tower?|I know it could sound a little funny, at this point but...\n why did the Goddess Kiss get chosen to test out the Forgotten Tower?|I know it could sound a little funny, at this point but...\n why did the Goddess Kiss get chosen to test out the Forgotten Tower?|I know it could sound a little funny, at this point but...\n why did the Goddess Kiss get chosen to test out the Forgotten Tower?|I know it could sound a little funny, at this point but...\n why did the Goddess Kiss get chosen to test out the Forgotten Tower?|I know it could sound a little funny, at this point but...\n why did the Goddess Kiss get chosen to test out the Forgotten Tower?|I know it could sound a little funny, at this point but...\n why did the Goddess Kiss get chosen to test out the Forgotten Tower?|I know it could sound a little funny, at this point but...\n why did the Goddess Kiss get chosen to test out the Forgotten Tower?
40002|R.E.A.P.의 최신 훈련 시설이라니 참 크기도 하구만. \n 크리스티나 사령관이 책임자니 스스로 테스트를 하면 될 것을.|Being the R.E.A.P's state of the art training facility, it's really enormous. \n Commander Christina is the supervising officer, so she could have probably set up a task-force to test it out herself.|Being the R.E.A.P's state of the art training facility, it's really enormous. \n Commander Christina is the supervising officer, so she could have probably set up a task-force to test it out herself.|Being the R.E.A.P's state of the art training facility, it's really enormous. \n Commander Christina is the supervising officer, so she could have probably set up a task-force to test it out herself.|Being the R.E.A.P's state of the art training facility, it's really enormous. \n Commander Christina is the supervising officer, so she could have probably set up a task-force to test it out herself.|Being the R.E.A.P's state of the art training facility, it's really enormous. \n Commander Christina is the supervising officer, so she could have probably set up a task-force to test it out herself.|Being the R.E.A.P's state of the art training facility, it's really enormous. \n Commander Christina is the supervising officer, so she could have probably set up a task-force to test it out herself.|Being the R.E.A.P's state of the art training facility, it's really enormous. \n Commander Christina is the supervising officer, so she could have probably set up a task-force to test it out herself.|Being the R.E.A.P's state of the art training facility, it's really enormous. \n Commander Christina is the supervising officer, so she could have probably set up a task-force to test it out herself.|Being the R.E.A.P's state of the art training facility, it's really enormous. \n Commander Christina is the supervising officer, so she could have probably set up a task-force to test it out herself.
40003|뭔가 들은거 없어?|Do you know anything about this?|Do you know anything about this?|Do you know anything about this?|Do you know anything about this?|Do you know anything about this?|Do you know anything about this?|Do you know anything about this?|Do you know anything about this?|Do you know anything about this?
40004|크리스티나 사령관이 직접 지명한 것은 확실하지만, \n이유를 물었더니 그저 웃어 넘기더군.|It is correct that Commander Christina did directly disignate the test to be carried out by Goddess Kiss..but\nshe only laughed when I asked her why.|It is correct that Commander Christina did directly disignate the test to be carried out by Goddess Kiss..but\nshe only laughed when I asked her why.|It is correct that Commander Christina did directly disignate the test to be carried out by Goddess Kiss..but\nshe only laughed when I asked her why.|It is correct that Commander Christina did directly disignate the test to be carried out by Goddess Kiss..but\nshe only laughed when I asked her why.|It is correct that Commander Christina did directly disignate the test to be carried out by Goddess Kiss..but\nshe only laughed when I asked her why.|It is correct that Commander Christina did directly disignate the test to be carried out by Goddess Kiss..but\nshe only laughed when I asked her why.|It is correct that Commander Christina did directly disignate the test to be carried out by Goddess Kiss..but\nshe only laughed when I asked her why.|It is correct that Commander Christina did directly disignate the test to be carried out by Goddess Kiss..but\nshe only laughed when I asked her why.|It is correct that Commander Christina did directly disignate the test to be carried out by Goddess Kiss..but\nshe only laughed when I asked her why.
40005|분명 제8소대의 실력이 엄청나게 우수하기 때문일 거야♪ \n기대하고 있다고 전에 크리스티나 사령관이 말했어.|Surely the 8th platoon's superiorirty was the reason♪ \nCommander Christina said that she was looking forward to it.|Surely the 8th platoon's superiorirty was the reason♪ \nCommander Christina said that she was looking forward to it.|Surely the 8th platoon's superiorirty was the reason♪ \nCommander Christina said that she was looking forward to it.|Surely the 8th platoon's superiorirty was the reason♪ \nCommander Christina said that she was looking forward to it.|Surely the 8th platoon's superiorirty was the reason♪ \nCommander Christina said that she was looking forward to it.|Surely the 8th platoon's superiorirty was the reason♪ \nCommander Christina said that she was looking forward to it.|Surely the 8th platoon's superiorirty was the reason♪ \nCommander Christina said that she was looking forward to it.|Surely the 8th platoon's superiorirty was the reason♪ \nCommander Christina said that she was looking forward to it.|Surely the 8th platoon's superiorirty was the reason♪ \nCommander Christina said that she was looking forward to it.
