key|EBSS_Kr|EBSS_En|EBSS_Beon|EBSS_Esp|EBSS_Deu|EBSS_Idn|EBSS_Tha|EBSS_Fr|EBSS_Gan|EBSS_Rus
10180009|저... 저기... 누굴 소로 아는 거야 뭐야!?|Wh-what... You think I'm a cow or something!?|Wh-what... You think I'm a cow or something!?|Wh-what... You think I'm a cow or something!?|Wh-what... You think I'm a cow or something!?|Wh-what... You think I'm a cow or something!?|Wh-what... You think I'm a cow or something!?|Wh-what... You think I'm a cow or something!?|Wh-what... You think I'm a cow or something!?|Wh-what... You think I'm a cow or something!?
10180010|오늘은 낮밤 없이 고생하는 여러분을 위해 이 몸이 직접 오셨다 이거야.|Today, I've visited for you all who are thriving on missions days and nights.|Today, I've visited for you all who are thriving on missions days and nights.|Today, I've visited for you all who are thriving on missions days and nights.|Today, I've visited for you all who are thriving on missions days and nights.|Today, I've visited for you all who are thriving on missions days and nights.|Today, I've visited for you all who are thriving on missions days and nights.|Today, I've visited for you all who are thriving on missions days and nights.|Today, I've visited for you all who are thriving on missions days and nights.|Today, I've visited for you all who are thriving on missions days and nights.
10180011|특별 휴가 소식인가요?|A special vacation, maybe?|A special vacation, maybe?|A special vacation, maybe?|A special vacation, maybe?|A special vacation, maybe?|A special vacation, maybe?|A special vacation, maybe?|A special vacation, maybe?|A special vacation, maybe?
10180012|특별 휴가~? 정말 좋아요 [00DEFF]{0}[-]님, 리노와 온종일 놀아줄 수 있겠어!|Special vacation~? I'd love it, [00DEFF]{0}[-]. I'll be able to play with Rino all day!|Special vacation~? I'd love it, [00DEFF]{0}[-]. I'll be able to play with Rino all day!|Special vacation~? I'd love it, [00DEFF]{0}[-]. I'll be able to play with Rino all day!|Special vacation~? I'd love it, [00DEFF]{0}[-]. I'll be able to play with Rino all day!|Special vacation~? I'd love it, [00DEFF]{0}[-]. I'll be able to play with Rino all day!|Special vacation~? I'd love it, [00DEFF]{0}[-]. I'll be able to play with Rino all day!|Special vacation~? I'd love it, [00DEFF]{0}[-]. I'll be able to play with Rino all day!|Special vacation~? I'd love it, [00DEFF]{0}[-]. I'll be able to play with Rino all day!|Special vacation~? I'd love it, [00DEFF]{0}[-]. I'll be able to play with Rino all day!
10180013|응? 아냐 아냐. 특별휴가는 제이 반 총장의 결제가…|Huh? Nope, we would need Chief Van's approval for a special vacation...|Huh? Nope, we would need Chief Van's approval for a special vacation...|Huh? Nope, we would need Chief Van's approval for a special vacation...|Huh? Nope, we would need Chief Van's approval for a special vacation...|Huh? Nope, we would need Chief Van's approval for a special vacation...|Huh? Nope, we would need Chief Van's approval for a special vacation...|Huh? Nope, we would need Chief Van's approval for a special vacation...|Huh? Nope, we would need Chief Van's approval for a special vacation...|Huh? Nope, we would need Chief Van's approval for a special vacation...
10180014|에에... 그렇구나…|Eh... All right…|Eh... All right…|Eh... All right…|Eh... All right…|Eh... All right…|Eh... All right…|Eh... All right…|Eh... All right…|Eh... All right…
10180015|제니 님. [00DEFF]{0}[-]님의 능력을 과신하지 마세요, 휴가를 줄 수 있을 정도로 힘이 있는 분이 아니란 말이에요.|Ms. Jenny, don't overestimate Mr. [00DEFF]{0}[-]. He's far less of an authority to grant such wish.|Ms. Jenny, don't overestimate Mr. [00DEFF]{0}[-]. He's far less of an authority to grant such wish.|Ms. Jenny, don't overestimate Mr. [00DEFF]{0}[-]. He's far less of an authority to grant such wish.|Ms. Jenny, don't overestimate Mr. [00DEFF]{0}[-]. He's far less of an authority to grant such wish.|Ms. Jenny, don't overestimate Mr. [00DEFF]{0}[-]. He's far less of an authority to grant such wish.|Ms. Jenny, don't overestimate Mr. [00DEFF]{0}[-]. He's far less of an authority to grant such wish.|Ms. Jenny, don't overestimate Mr. [00DEFF]{0}[-]. He's far less of an authority to grant such wish.|Ms. Jenny, don't overestimate Mr. [00DEFF]{0}[-]. He's far less of an authority to grant such wish.|Ms. Jenny, don't overestimate Mr. [00DEFF]{0}[-]. He's far less of an authority to grant such wish.
10180016|(에밀리... 대놓고 나를 무시하는 너의 능력... 칭찬해...)|(Emily... Disparaging me just like that... Wow...)|(Emily... Disparaging me just like that... Wow...)|(Emily... Disparaging me just like that... Wow...)|(Emily... Disparaging me just like that... Wow...)|(Emily... Disparaging me just like that... Wow...)|(Emily... Disparaging me just like that... Wow...)|(Emily... Disparaging me just like that... Wow...)|(Emily... Disparaging me just like that... Wow...)|(Emily... Disparaging me just like that... Wow...)
10180017|그럼 무슨 일로 오신 건가요?|Then why are you here?|Then why are you here?|Then why are you here?|Then why are you here?|Then why are you here?|Then why are you here?|Then why are you here?|Then why are you here?|Then why are you here?
10180018|흠흠... 그건 우리 파티마 양이 설명해줄 거야.|Hmm hmm... that will be explained by Ms. Patima here.|Hmm hmm... that will be explained by Ms. Patima here.|Hmm hmm... that will be explained by Ms. Patima here.|Hmm hmm... that will be explained by Ms. Patima here.|Hmm hmm... that will be explained by Ms. Patima here.|Hmm hmm... that will be explained by Ms. Patima here.|Hmm hmm... that will be explained by Ms. Patima here.|Hmm hmm... that will be explained by Ms. Patima here.|Hmm hmm... that will be explained by Ms. Patima here.
10180019|제가 이번에 무언가를 개발했어요.|I've developed something.|I've developed something.|I've developed something.|I've developed something.|I've developed something.|I've developed something.|I've developed something.|I've developed something.|I've developed something.
10180020|무언가?|Something?|Something?|Something?|Something?|Something?|Something?|Something?|Something?|Something?
10180021|그냥 무언가가 아니야! 이건 정말 엄청난 발명이라고!|It's not just a something! It's a huge invention!|It's not just a something! It's a huge invention!|It's not just a something! It's a huge invention!|It's not just a something! It's a huge invention!|It's not just a something! It's a huge invention!|It's not just a something! It's a huge invention!|It's not just a something! It's a huge invention!|It's not just a something! It's a huge invention!|It's not just a something! It's a huge invention!
10180022|[00DEFF]{0}[-]님... 그렇게 말씀하시면 부끄럽잖아요!|Mr. [00DEFF]{0}[-]... You are embarrassing me!|Mr. [00DEFF]{0}[-]... You are embarrassing me!|Mr. [00DEFF]{0}[-]... You are embarrassing me!|Mr. [00DEFF]{0}[-]... You are embarrassing me!|Mr. [00DEFF]{0}[-]... You are embarrassing me!|Mr. [00DEFF]{0}[-]... You are embarrassing me!|Mr. [00DEFF]{0}[-]... You are embarrassing me!|Mr. [00DEFF]{0}[-]... You are embarrassing me!|Mr. [00DEFF]{0}[-]... You are embarrassing me!
10180023|쑥스러워하기는~ 자자, 여러분. 우리 파티마 양이 개발한 것은 다름 아닌 '최강의 피로회복 드링크!!'|Don't be shy~ Come on everyone, let me introduce you, the best fatigue-recovery drink!!|Don't be shy~ Come on everyone, let me introduce you, the best fatigue-recovery drink!!|Don't be shy~ Come on everyone, let me introduce you, the best fatigue-recovery drink!!|Don't be shy~ Come on everyone, let me introduce you, the best fatigue-recovery drink!!|Don't be shy~ Come on everyone, let me introduce you, the best fatigue-recovery drink!!|Don't be shy~ Come on everyone, let me introduce you, the best fatigue-recovery drink!!|Don't be shy~ Come on everyone, let me introduce you, the best fatigue-recovery drink!!|Don't be shy~ Come on everyone, let me introduce you, the best fatigue-recovery drink!!|Don't be shy~ Come on everyone, let me introduce you, the best fatigue-recovery drink!!
10180024|피로회복 드링크?|Fatigue-recovery drink?|Fatigue-recovery drink?|Fatigue-recovery drink?|Fatigue-recovery drink?|Fatigue-recovery drink?|Fatigue-recovery drink?|Fatigue-recovery drink?|Fatigue-recovery drink?|Fatigue-recovery drink?
10180025|어헛! '최강'은 왜 빼나 큐!|Don't omit the word 'best!'|Don't omit the word 'best!'|Don't omit the word 'best!'|Don't omit the word 'best!'|Don't omit the word 'best!'|Don't omit the word 'best!'|Don't omit the word 'best!'|Don't omit the word 'best!'|Don't omit the word 'best!'
10180026|그럼 그걸 마시면 제국군과 [00DEFF]{0}[-]님께 받은 스트레스와 피로가 한방에 싹~ 가신다는 말씀이세요?|So it will remove all our stress from the Empire and Mr. [00DEFF]{0}[-] all at once?|So it will remove all our stress from the Empire and Mr. [00DEFF]{0}[-] all at once?|So it will remove all our stress from the Empire and Mr. [00DEFF]{0}[-] all at once?|So it will remove all our stress from the Empire and Mr. [00DEFF]{0}[-] all at once?|So it will remove all our stress from the Empire and Mr. [00DEFF]{0}[-] all at once?|So it will remove all our stress from the Empire and Mr. [00DEFF]{0}[-] all at once?|So it will remove all our stress from the Empire and Mr. [00DEFF]{0}[-] all at once?|So it will remove all our stress from the Empire and Mr. [00DEFF]{0}[-] all at once?|So it will remove all our stress from the Empire and Mr. [00DEFF]{0}[-] all at once?
10180027|... 중간에 신경 쓰이는 게 있긴 하지만 대체로 맞아. 그치? 파티마?|...There is something more to be concerned but you are overall correct. isn't she, Patima?|...There is something more to be concerned but you are overall correct. isn't she, Patima?|...There is something more to be concerned but you are overall correct. isn't she, Patima?|...There is something more to be concerned but you are overall correct. isn't she, Patima?|...There is something more to be concerned but you are overall correct. isn't she, Patima?|...There is something more to be concerned but you are overall correct. isn't she, Patima?|...There is something more to be concerned but you are overall correct. isn't she, Patima?|...There is something more to be concerned but you are overall correct. isn't she, Patima?|...There is something more to be concerned but you are overall correct. isn't she, Patima?
10180028|네, 맞아요. 여러분.|Yes, everyone.|Yes, everyone.|Yes, everyone.|Yes, everyone.|Yes, everyone.|Yes, everyone.|Yes, everyone.|Yes, everyone.|Yes, everyone.
10180029|그럼 당장 마셔야겠다~ 전투가 이어져서 도감 만들 체력이 없었는데. 정말 잘됐어!|I should drink it right away then~ Prolonged battles got me too tired even to draw my illustrated book. Nice!|I should drink it right away then~ Prolonged battles got me too tired even to draw my illustrated book. Nice!|I should drink it right away then~ Prolonged battles got me too tired even to draw my illustrated book. Nice!|I should drink it right away then~ Prolonged battles got me too tired even to draw my illustrated book. Nice!|I should drink it right away then~ Prolonged battles got me too tired even to draw my illustrated book. Nice!|I should drink it right away then~ Prolonged battles got me too tired even to draw my illustrated book. Nice!|I should drink it right away then~ Prolonged battles got me too tired even to draw my illustrated book. Nice!|I should drink it right away then~ Prolonged battles got me too tired even to draw my illustrated book. Nice!|I should drink it right away then~ Prolonged battles got me too tired even to draw my illustrated book. Nice!
10180030|좋아해 주시니 파티마 정말 기뻐요!|Patima so happy to hear you like it!|Patima so happy to hear you like it!|Patima so happy to hear you like it!|Patima so happy to hear you like it!|Patima so happy to hear you like it!|Patima so happy to hear you like it!|Patima so happy to hear you like it!|Patima so happy to hear you like it!|Patima so happy to hear you like it!
10180031|파티마는 믿음이 가는데 말이야… 저 사령관 나리가 오버하는 모습이 영~ 마음에 걸린단 말이지…|I trust Patima but... I don't know about that Mr. Commander...|I trust Patima but... I don't know about that Mr. Commander...|I trust Patima but... I don't know about that Mr. Commander...|I trust Patima but... I don't know about that Mr. Commander...|I trust Patima but... I don't know about that Mr. Commander...|I trust Patima but... I don't know about that Mr. Commander...|I trust Patima but... I don't know about that Mr. Commander...|I trust Patima but... I don't know about that Mr. Commander...|I trust Patima but... I don't know about that Mr. Commander...
10180032|응? 뭐라고 중얼거리는 건가 에밀리! 어서 이 드링크를 들이키게나. 피로는 줄이고 가슴은 키우고! 이걸로 우리 '여신의 키스'는 더 강해지는 거야!|Huh? What are you mumbling about, Emily? Drink up! Fatigue down, boobs up! We Goddess Kiss will be stronger!|Huh? What are you mumbling about, Emily? Drink up! Fatigue down, boobs up! We Goddess Kiss will be stronger!|Huh? What are you mumbling about, Emily? Drink up! Fatigue down, boobs up! We Goddess Kiss will be stronger!|Huh? What are you mumbling about, Emily? Drink up! Fatigue down, boobs up! We Goddess Kiss will be stronger!|Huh? What are you mumbling about, Emily? Drink up! Fatigue down, boobs up! We Goddess Kiss will be stronger!|Huh? What are you mumbling about, Emily? Drink up! Fatigue down, boobs up! We Goddess Kiss will be stronger!|Huh? What are you mumbling about, Emily? Drink up! Fatigue down, boobs up! We Goddess Kiss will be stronger!|Huh? What are you mumbling about, Emily? Drink up! Fatigue down, boobs up! We Goddess Kiss will be stronger!|Huh? What are you mumbling about, Emily? Drink up! Fatigue down, boobs up! We Goddess Kiss will be stronger!
10180033|윽... 그렇게 억지로 먹이면… 알았어요! 제가 알아서 마실게요 [00DEFF]{0}[-]님. |Eek... Don't force me... Fine! I'll drink it myself, Mr. [00DEFF]{0}[-].|Eek... Don't force me... Fine! I'll drink it myself, Mr. [00DEFF]{0}[-].|Eek... Don't force me... Fine! I'll drink it myself, Mr. [00DEFF]{0}[-].|Eek... Don't force me... Fine! I'll drink it myself, Mr. [00DEFF]{0}[-].|Eek... Don't force me... Fine! I'll drink it myself, Mr. [00DEFF]{0}[-].|Eek... Don't force me... Fine! I'll drink it myself, Mr. [00DEFF]{0}[-].|Eek... Don't force me... Fine! I'll drink it myself, Mr. [00DEFF]{0}[-].|Eek... Don't force me... Fine! I'll drink it myself, Mr. [00DEFF]{0}[-].|Eek... Don't force me... Fine! I'll drink it myself, Mr. [00DEFF]{0}[-].
10180034|좋아 좋아~ 모두들 파티마의 선물을 즐기라고!|Good good~ Enjoy Patima's present, everyone!|Good good~ Enjoy Patima's present, everyone!|Good good~ Enjoy Patima's present, everyone!|Good good~ Enjoy Patima's present, everyone!|Good good~ Enjoy Patima's present, everyone!|Good good~ Enjoy Patima's present, everyone!|Good good~ Enjoy Patima's present, everyone!|Good good~ Enjoy Patima's present, everyone!|Good good~ Enjoy Patima's present, everyone!
10180035|아마도 그때였을 것이다. 드링크를 마신 대원들의 표정이 이상해진 것은…|It was then when the members who drank the substance started to have weird look on their face...|It was then when the members who drank the substance started to have weird look on their face...|It was then when the members who drank the substance started to have weird look on their face...|It was then when the members who drank the substance started to have weird look on their face...|It was then when the members who drank the substance started to have weird look on their face...|It was then when the members who drank the substance started to have weird look on their face...|It was then when the members who drank the substance started to have weird look on their face...|It was then when the members who drank the substance started to have weird look on their face...|It was then when the members who drank the substance started to have weird look on their face...
10180036|에밀리, 로즈, 제니, 큐…|Emily, Rose, Jenny, Q...|Emily, Rose, Jenny, Q...|Emily, Rose, Jenny, Q...|Emily, Rose, Jenny, Q...|Emily, Rose, Jenny, Q...|Emily, Rose, Jenny, Q...|Emily, Rose, Jenny, Q...|Emily, Rose, Jenny, Q...|Emily, Rose, Jenny, Q...
10180037|녀석들은 드링크를 마시고는 자리에서 일어나 식당을 나갔다.|They all left the cafeteria after drinking,|They all left the cafeteria after drinking,|They all left the cafeteria after drinking,|They all left the cafeteria after drinking,|They all left the cafeteria after drinking,|They all left the cafeteria after drinking,|They all left the cafeteria after drinking,|They all left the cafeteria after drinking,|They all left the cafeteria after drinking,
10180038|어디가냐는 내 물음에 아무런 대꾸도 없이... |without even answering my question about their destination.|without even answering my question about their destination.|without even answering my question about their destination.|without even answering my question about their destination.|without even answering my question about their destination.|without even answering my question about their destination.|without even answering my question about their destination.|without even answering my question about their destination.|without even answering my question about their destination.
10180039|파티마, 저 녀석들 갑자기 왜 저러는 거야?|Patima, why are they acting like that?|Patima, why are they acting like that?|Patima, why are they acting like that?|Patima, why are they acting like that?|Patima, why are they acting like that?|Patima, why are they acting like that?|Patima, why are they acting like that?|Patima, why are they acting like that?|Patima, why are they acting like that?
10180040|저도 잘 모르겠어요 [00DEFF]{0}[-]님... 급한 약속이라도 있는 걸까요?|I have no idea, Mr. [00DEFF]{0}[-]... May be an urgent matter?|I have no idea, Mr. [00DEFF]{0}[-]... May be an urgent matter?|I have no idea, Mr. [00DEFF]{0}[-]... May be an urgent matter?|I have no idea, Mr. [00DEFF]{0}[-]... May be an urgent matter?|I have no idea, Mr. [00DEFF]{0}[-]... May be an urgent matter?|I have no idea, Mr. [00DEFF]{0}[-]... May be an urgent matter?|I have no idea, Mr. [00DEFF]{0}[-]... May be an urgent matter?|I have no idea, Mr. [00DEFF]{0}[-]... May be an urgent matter?|I have no idea, Mr. [00DEFF]{0}[-]... May be an urgent matter?
10180041|뭐~ 녀석들이 날 무시한게 어제 오늘 일도 아니니까~ 노프라블럼이야! 그나저나 나도 한 번 받아볼까? 파티마의 축복을.|Well~ they tend to ignore me often~ No problem! Should I drink some too? The blessing from Patima!|Well~ they tend to ignore me often~ No problem! Should I drink some too? The blessing from Patima!|Well~ they tend to ignore me often~ No problem! Should I drink some too? The blessing from Patima!|Well~ they tend to ignore me often~ No problem! Should I drink some too? The blessing from Patima!|Well~ they tend to ignore me often~ No problem! Should I drink some too? The blessing from Patima!|Well~ they tend to ignore me often~ No problem! Should I drink some too? The blessing from Patima!|Well~ they tend to ignore me often~ No problem! Should I drink some too? The blessing from Patima!|Well~ they tend to ignore me often~ No problem! Should I drink some too? The blessing from Patima!|Well~ they tend to ignore me often~ No problem! Should I drink some too? The blessing from Patima!
10180042|[00DEFF]{0}[-]님... 축복이라고 하시면 부끄러운데...|Mr. [00DEFF]{0}[-]... I'm embarrassed if you call it a blessing...|Mr. [00DEFF]{0}[-]... I'm embarrassed if you call it a blessing...|Mr. [00DEFF]{0}[-]... I'm embarrassed if you call it a blessing...|Mr. [00DEFF]{0}[-]... I'm embarrassed if you call it a blessing...|Mr. [00DEFF]{0}[-]... I'm embarrassed if you call it a blessing...|Mr. [00DEFF]{0}[-]... I'm embarrassed if you call it a blessing...|Mr. [00DEFF]{0}[-]... I'm embarrassed if you call it a blessing...|Mr. [00DEFF]{0}[-]... I'm embarrassed if you call it a blessing...|Mr. [00DEFF]{0}[-]... I'm embarrassed if you call it a blessing...
10180043|[b][F8FF34]비상- 비상-[-][/b]|[b][F8FF34]Emergency-Emergency-[-][/b]|[b][F8FF34]Emergency-Emergency-[-][/b]|[b][F8FF34]Emergency-Emergency-[-][/b]|[b][F8FF34]Emergency-Emergency-[-][/b]|[b][F8FF34]Emergency-Emergency-[-][/b]|[b][F8FF34]Emergency-Emergency-[-][/b]|[b][F8FF34]Emergency-Emergency-[-][/b]|[b][F8FF34]Emergency-Emergency-[-][/b]|[b][F8FF34]Emergency-Emergency-[-][/b]
10180044|[b][F8FF34]부대 내에서 난동을 피우는 대원 발견.[-][/b]|[b][F8FF34]Found some members gone wild in the base.[-][/b]|[b][F8FF34]Found some members gone wild in the base.[-][/b]|[b][F8FF34]Found some members gone wild in the base.[-][/b]|[b][F8FF34]Found some members gone wild in the base.[-][/b]|[b][F8FF34]Found some members gone wild in the base.[-][/b]|[b][F8FF34]Found some members gone wild in the base.[-][/b]|[b][F8FF34]Found some members gone wild in the base.[-][/b]|[b][F8FF34]Found some members gone wild in the base.[-][/b]|[b][F8FF34]Found some members gone wild in the base.[-][/b]
10180045|에엑? 난동!? 누구야! 감히 나의 '여신의 키스' 부대에서 난동을 피우는 녀석이.|Eh? Wild!? Who? Who would create disturbance in Goddess Kiss base?|Eh? Wild!? Who? Who would create disturbance in Goddess Kiss base?|Eh? Wild!? Who? Who would create disturbance in Goddess Kiss base?|Eh? Wild!? Who? Who would create disturbance in Goddess Kiss base?|Eh? Wild!? Who? Who would create disturbance in Goddess Kiss base?|Eh? Wild!? Who? Who would create disturbance in Goddess Kiss base?|Eh? Wild!? Who? Who would create disturbance in Goddess Kiss base?|Eh? Wild!? Who? Who would create disturbance in Goddess Kiss base?|Eh? Wild!? Who? Who would create disturbance in Goddess Kiss base?
10180046|[b][F8FF34]사고를 일으키고 있는 대원 중에 신원이 확인된 것은 에밀리, 로즈, 제니, 큐. 네 명이다.\n여신의 키스 사령관은 이를 즉시 저지하도록![-][/b]|[b][F8FF34]Identified personnel include Emily, Rose, Jenny and Q, a total of four members. Goddess Kiss Commander, stop them immediately![-][/b]|[b][F8FF34]Identified personnel include Emily, Rose, Jenny and Q, a total of four members. Goddess Kiss Commander, stop them immediately![-][/b]|[b][F8FF34]Identified personnel include Emily, Rose, Jenny and Q, a total of four members. Goddess Kiss Commander, stop them immediately![-][/b]|[b][F8FF34]Identified personnel include Emily, Rose, Jenny and Q, a total of four members. Goddess Kiss Commander, stop them immediately![-][/b]|[b][F8FF34]Identified personnel include Emily, Rose, Jenny and Q, a total of four members. Goddess Kiss Commander, stop them immediately![-][/b]|[b][F8FF34]Identified personnel include Emily, Rose, Jenny and Q, a total of four members. Goddess Kiss Commander, stop them immediately![-][/b]|[b][F8FF34]Identified personnel include Emily, Rose, Jenny and Q, a total of four members. Goddess Kiss Commander, stop them immediately![-][/b]|[b][F8FF34]Identified personnel include Emily, Rose, Jenny and Q, a total of four members. Goddess Kiss Commander, stop them immediately![-][/b]|[b][F8FF34]Identified personnel include Emily, Rose, Jenny and Q, a total of four members. Goddess Kiss Commander, stop them immediately![-][/b]
10180047|어... 어떻게 된 일이죠? 네 분은 방금...|Uh... What happened? They just left...|Uh... What happened? They just left...|Uh... What happened? They just left...|Uh... What happened? They just left...|Uh... What happened? They just left...|Uh... What happened? They just left...|Uh... What happened? They just left...|Uh... What happened? They just left...|Uh... What happened? They just left...
10180048|거참. 무슨 일인 거지… 침착하게 네 명의 공통점을 생각해보자.|Hmm, what's happening here... What do they have in common?|Hmm, what's happening here... What do they have in common?|Hmm, what's happening here... What do they have in common?|Hmm, what's happening here... What do they have in common?|Hmm, what's happening here... What do they have in common?|Hmm, what's happening here... What do they have in common?|Hmm, what's happening here... What do they have in common?|Hmm, what's happening here... What do they have in common?|Hmm, what's happening here... What do they have in common?
10180049|혈액형인가? 아냐아냐... 에밀리는 사이코 AB잖아.|Blood type? Nope... Emily is AB the crazy one.|Blood type? Nope... Emily is AB the crazy one.|Blood type? Nope... Emily is AB the crazy one.|Blood type? Nope... Emily is AB the crazy one.|Blood type? Nope... Emily is AB the crazy one.|Blood type? Nope... Emily is AB the crazy one.|Blood type? Nope... Emily is AB the crazy one.|Blood type? Nope... Emily is AB the crazy one.|Blood type? Nope... Emily is AB the crazy one.
10180050|저어...|Commander...|Commander...|Commander...|Commander...|Commander...|Commander...|Commander...|Commander...|Commander...
10180051|그럼 바스트 사이즈? 아니지... 큐를 보라구!|Bust size? No... Q shouldn't be there then!|Bust size? No... Q shouldn't be there then!|Bust size? No... Q shouldn't be there then!|Bust size? No... Q shouldn't be there then!|Bust size? No... Q shouldn't be there then!|Bust size? No... Q shouldn't be there then!|Bust size? No... Q shouldn't be there then!|Bust size? No... Q shouldn't be there then!|Bust size? No... Q shouldn't be there then!
10180052|저기, [00DEFF]{0}[-]님...|Hello, Mr. [00DEFF]{0}[-]...|Hello, Mr. [00DEFF]{0}[-]...|Hello, Mr. [00DEFF]{0}[-]...|Hello, Mr. [00DEFF]{0}[-]...|Hello, Mr. [00DEFF]{0}[-]...|Hello, Mr. [00DEFF]{0}[-]...|Hello, Mr. [00DEFF]{0}[-]...|Hello, Mr. [00DEFF]{0}[-]...|Hello, Mr. [00DEFF]{0}[-]...
10180053|그럼 종족...인가? 큐 말고도 외계인이 있었던 거야?|Origin...? Are they all aliens?|Origin...? Are they all aliens?|Origin...? Are they all aliens?|Origin...? Are they all aliens?|Origin...? Are they all aliens?|Origin...? Are they all aliens?|Origin...? Are they all aliens?|Origin...? Are they all aliens?|Origin...? Are they all aliens?
10180054|[00DEFF]{0}[-]님!!!|Mr. [00DEFF]{0}[-]!!!|Mr. [00DEFF]{0}[-]!!!|Mr. [00DEFF]{0}[-]!!!|Mr. [00DEFF]{0}[-]!!!|Mr. [00DEFF]{0}[-]!!!|Mr. [00DEFF]{0}[-]!!!|Mr. [00DEFF]{0}[-]!!!|Mr. [00DEFF]{0}[-]!!!|Mr. [00DEFF]{0}[-]!!!
10180055|무.. 무슨 일이야 파티마?|Wha-what's up Patima?|Wha-what's up Patima?|Wha-what's up Patima?|Wha-what's up Patima?|Wha-what's up Patima?|Wha-what's up Patima?|Wha-what's up Patima?|Wha-what's up Patima?|Wha-what's up Patima?
10180056|아무래도 제가... 잘못한 것 같아요...|I think... I might have done something wrong...|I think... I might have done something wrong...|I think... I might have done something wrong...|I think... I might have done something wrong...|I think... I might have done something wrong...|I think... I might have done something wrong...|I think... I might have done something wrong...|I think... I might have done something wrong...|I think... I might have done something wrong...
10180057|잘못을 했다고?|What wrong?|What wrong?|What wrong?|What wrong?|What wrong?|What wrong?|What wrong?|What wrong?|What wrong?
10180058|오호라, 이제야 알았어! 지난 번 내 사무실 문에 날 놀리는 낙서를 한게 너였구나! 요녀석!|Ah ha, I knew it! It was you who scribbled on my office door! You little...!|Ah ha, I knew it! It was you who scribbled on my office door! You little...!|Ah ha, I knew it! It was you who scribbled on my office door! You little...!|Ah ha, I knew it! It was you who scribbled on my office door! You little...!|Ah ha, I knew it! It was you who scribbled on my office door! You little...!|Ah ha, I knew it! It was you who scribbled on my office door! You little...!|Ah ha, I knew it! It was you who scribbled on my office door! You little...!|Ah ha, I knew it! It was you who scribbled on my office door! You little...!|Ah ha, I knew it! It was you who scribbled on my office door! You little...!
10180059|...그게 아니구. 네 사람 말이에요. 네 사람!|...Not that. I'm talking about the four girls!|...Not that. I'm talking about the four girls!|...Not that. I'm talking about the four girls!|...Not that. I'm talking about the four girls!|...Not that. I'm talking about the four girls!|...Not that. I'm talking about the four girls!|...Not that. I'm talking about the four girls!|...Not that. I'm talking about the four girls!|...Not that. I'm talking about the four girls!
10180060|네 사람?|The four girls?|The four girls?|The four girls?|The four girls?|The four girls?|The four girls?|The four girls?|The four girls?|The four girls?
10180061|아무래도 제가 드링크를 만들 때 실수를 한 것 같아요.|I think I made a mistake when making the drink.|I think I made a mistake when making the drink.|I think I made a mistake when making the drink.|I think I made a mistake when making the drink.|I think I made a mistake when making the drink.|I think I made a mistake when making the drink.|I think I made a mistake when making the drink.|I think I made a mistake when making the drink.|I think I made a mistake when making the drink.
10180062|에엑? 그럼 어떻게 되는건데?|Eek? What will happen then?|Eek? What will happen then?|Eek? What will happen then?|Eek? What will happen then?|Eek? What will happen then?|Eek? What will happen then?|Eek? What will happen then?|Eek? What will happen then?|Eek? What will happen then?
10180063|잘못 만들어진 피로회복 드링크를 마신 분들은... 보시다시피 난동을 피우게 될 거 같아요.|I think its drinkers will... as you see, go on a rampage.|I think its drinkers will... as you see, go on a rampage.|I think its drinkers will... as you see, go on a rampage.|I think its drinkers will... as you see, go on a rampage.|I think its drinkers will... as you see, go on a rampage.|I think its drinkers will... as you see, go on a rampage.|I think its drinkers will... as you see, go on a rampage.|I think its drinkers will... as you see, go on a rampage.|I think its drinkers will... as you see, go on a rampage.
10180064|같아요? 뭐야 그 애매모호한 말은.|You think? Don't be so uncertain.|You think? Don't be so uncertain.|You think? Don't be so uncertain.|You think? Don't be so uncertain.|You think? Don't be so uncertain.|You think? Don't be so uncertain.|You think? Don't be so uncertain.|You think? Don't be so uncertain.|You think? Don't be so uncertain.
10180065|제가 실수는 처음이라... 죄... 죄송해요!|It's my first time making a mistake... So-sorry!|It's my first time making a mistake... So-sorry!|It's my first time making a mistake... So-sorry!|It's my first time making a mistake... So-sorry!|It's my first time making a mistake... So-sorry!|It's my first time making a mistake... So-sorry!|It's my first time making a mistake... So-sorry!|It's my first time making a mistake... So-sorry!|It's my first time making a mistake... So-sorry!
10180066|이거 참 난리 났네. 일단 사건부터 수습해보자고.|This isn't going well. Let's take care of the situation first.|This isn't going well. Let's take care of the situation first.|This isn't going well. Let's take care of the situation first.|This isn't going well. Let's take care of the situation first.|This isn't going well. Let's take care of the situation first.|This isn't going well. Let's take care of the situation first.|This isn't going well. Let's take care of the situation first.|This isn't going well. Let's take care of the situation first.|This isn't going well. Let's take care of the situation first.
10180067|전 부대에 알린다! 난동을 피우는 대원을 즉시 체포하라!!!|Urgent announcement to everyone! Arrest the members who are causing a disturbance.|Urgent announcement to everyone! Arrest the members who are causing a disturbance.|Urgent announcement to everyone! Arrest the members who are causing a disturbance.|Urgent announcement to everyone! Arrest the members who are causing a disturbance.|Urgent announcement to everyone! Arrest the members who are causing a disturbance.|Urgent announcement to everyone! Arrest the members who are causing a disturbance.|Urgent announcement to everyone! Arrest the members who are causing a disturbance.|Urgent announcement to everyone! Arrest the members who are causing a disturbance.|Urgent announcement to everyone! Arrest the members who are causing a disturbance.
